relation_id,sentence_id,description,is_true,expectation,words,p_start,p_length,c_start,c_length
1100634@30_4-1100634@30_7,1100634@30,Xavier-NAIA,,0.574,"{In,2011,"","",Saint,Xavier,won,the,NAIA,Football,National,Championship,.}",4,1,7,1
2189459@3_15-2189459@3_8,2189459@3,McCreary-ClickStar,,0.816,"{This,was,achieved,by,using,-LRB-,now-defunct,-RRB-,ClickStar,-LRB-,also,founded,by,Freeman,and,McCreary,as,a,joint,venture,with,Intel,Corporation,-RRB-,as,their,online,distribution,site,.}",15,1,8,1
4805144@32_3-4805144@32_0,4805144@32,Newsmax-Nielsen Online,,0.492,"{Nielsen,Online,said,Newsmax,was,the,most,trafficked,conservative,website,with,approximately,4,million,unique,visitors,monthly,.}",3,1,0,2
566975@38_52-566975@38_50,566975@38,Peter Dolan-BMS,,0.522,"{While,Sanofi-Aventis,and,its,partner,on,the,drug,"","",Bristol,Myers,Squibb,-LRB-,BMS,-RRB-,"","",were,able,to,get,an,injunction,to,stop,Apotex,from,selling,the,drug,"","",the,case,became,complicated,when,settlement,negotiations,fell,apart,twice,-,the,second,time,due,an,oral,agreement,made,by,BMS,CEO,Peter,Dolan,that,BMS,failed,to,disclose,to,the,Federal,Trade,Commission,during,the,review,of,the,settlement,agreement,to,ensure,that,it,did,not,violate,antitrust,law,.}",52,2,50,1
14059@226_2-14059@226_15,14059@226,Donald-Hughes,,0.254,"{One,of,Donald,'s,sources,was,John,H.,Meier,"","",a,former,business,adviser,of,Hughes,who,had,also,worked,with,Democratic,National,Committee,Chair,Larry,O'Brien,.}",2,1,15,1
3455937@3_8-3455937@3_0,3455937@3,Stewart Udall-Congress,,0.436,"{Congress,amended,the,name,in,2009,to,include,Stewart,Udall,"","",in,recognition,of,his,public,service,.}",8,2,0,1
413961@114_13-413961@114_17,413961@114,Jane-BBC,,0.706,"{In,2004,"","",John,Hurt,portrayed,Clark,-LRB-,and,Jenny,Agutter,his,wife,Jane,-RRB-,in,the,BBC,'s,``,The,Alan,Clark,Diaries,'',"","",reigniting,some,of,the,controversies,surrounding,their,original,publication,and,once,again,brought,his,name,into,the,British,press,and,media,.}",13,1,17,1
240044@252_90-240044@252_106,240044@252,Fuji Xerox-MetLife,,0.468,"{Among,them,are,founders,"","",CEOs,and,Presidents,of,leading,multinational,corporations,"","",including,General,Electric,"","",Apple,"","",Hewlett-Packard,"","",Comcast,"","",UBS,"","",JPMorgan,Chase,"","",BlackRock,"","",NASDAQ,"","",Moelis,&,Company,"","",SAC,Capital,Advisors,"","",Och-Ziff,Capital,Management,"","",Commerce,Bancorp,"","",Sysco,"","",Deutsche,Post,"","",United,Parcel,Service,"","",Boeing,"","",General,Dynamics,"","",American,Airlines,"","",US,Airways,"","",Northwest,Airlines,"","",BHP,Billiton,"","",Johnson,&,Johnson,"","",Medtronic,"","",Biogen,Idec,"","",Cisco,Systems,"","",Oracle,Corporation,"","",Philips,"","",Fuji,Xerox,"","",Pfizer,"","",Pepsi,"","",Loews,Corporation,"","",Wrigley,Company,"","",H&R,Block,"","",MetLife,"","",PayPal,"","",Tesla,Motors,"","",SpaceX,"","",Boston,Scientific,"","",QVC,"","",Time,"","",McGraw-Hill,"","",First,Reserve,Corporation,"","",CBS,"","",J.D.,Power,&,Associates,"","",Universal,Health,Services,and,Zynga,"","",along,with,many,others,.}",90,2,106,1
413961@23_40-413961@23_3,413961@23,Douglas Haig-Western Front,,0.56,"{The,book,covers,Western,Front,operations,during,1915,"","",including,the,offensives,at,Neuve,Chapelle,"","",Aubers,Ridge,and,Loos,"","",and,ending,with,the,dismissal,of,Sir,John,French,as,Commander-in-Chief,of,the,BEF,"","",and,his,replacement,by,Douglas,Haig,.}",40,2,3,2
23922@72_25-23922@72_28,23922@72,Demetri Porphyrios-Whitman College,,0.558,"{Several,prominent,architects,have,contributed,some,more,recent,additions,"","",including,Frank,Gehry,-LRB-,Lewis,Library,-RRB-,"","",I.M.,Pei,-LRB-,Spelman,Halls,-RRB-,"","",Demetri,Porphyrios,-LRB-,Whitman,College,"","",a,Collegiate,Gothic,project,-RRB-,"","",Robert,Venturi,-LRB-,Frist,Campus,Center,"","",among,several,others,-RRB-,"","",and,Rafael,Vi,oly,-LRB-,Carl,Icahn,Laboratory,-RRB-,.}",25,2,28,2
614426@87_11-614426@87_22,614426@87,Symonds-FIA,,0.738,"{However,"","",since,Renault,took,swift,action,by,forcing,Briatore,and,Symonds,to,resign,once,the,affair,came,to,light,"","",the,FIA,effectively,placed,the,team,on,two,years,',probation,.}",11,1,22,1
28740030@8_6-28740030@8_3,28740030@8,David-Blinco Systems,,0.522,"{Prior,to,founding,Blinco,Systems,"","",David,spent,20,years,as,CFO,of,food,importer,S.,Blinick,Company,Ltd.,.}",6,1,3,2
32734063@1_26-32734063@1_0,32734063@1,James Irlam-James Irlam,,0.9,"{James,Irlam,James,Irlam,&,Sons,Ltd,-LRB-,later,trading,as,James,Irlam,Logistics,-RRB-,was,a,British,road,haulage,company,founded,in,the,1940s,by,James,Irlam,.}",26,2,0,2
40586081@24_10-40586081@24_2,40586081@24,Alex-JH Partners,,0.532,"{That,year,JH,Partners,also,acquired,a,large,stake,in,Alex,and,Ani,"","",adding,it,to,its,lifestyle,companies,portfolio,.}",10,1,2,2
13835630@7_17-13835630@7_5,13835630@7,Paul-Faculty of Humanities,,0.448,"{In,1939,"","",the,new,Faculty,of,Humanities,was,built,in,the,city,centre,"","",facing,Saint,Paul,'s,Cathedral,on,the,``,rue,du,Cardinal,de,Cabri,res,'',-LRB-,currently,home,to,part,of,the,University,of,Montpellier,1,'s,Law,Faculty,-RRB-,"","",and,inaugurated,by,the,then,Dean,Augustin,Fliche,.}",17,1,5,3
46252@171_35-46252@171_49,46252@171,Cora-Ann Mihalik-WNYW,,0.422,"{From,1987,until,about,1990,"","",Fox,also,aired,news,capsules,that,aired,within,its,primetime,schedule,branded,as,``,Fox,News,Extra,'',"","",which,were,produced,at,New,York,City,O&O,WNYW,-LRB-,Cora-Ann,Mihalik,"","",who,anchored,the,newsbriefs,"","",had,at,the,time,also,co-anchored,WNYW,'s,weeknight,7:00,and,10:00,p.m.,newscasts,-RRB-,.}",35,2,49,1
9254551@19_38-9254551@19_16,9254551@19,Biscay-CCOO,,0.502,"{The,decision,supported,by,the,representatives,of,political,parties,PNV,"","",PSE,"","",PP,"","",union,CCOO,"","",and,association,Pixkanaka,"","",followed,like,decisions,made,by,their,peer,financial,institutions,in,lava,-LRB-,Vital,Kutxa,-RRB-,and,Biscay,-LRB-,BBK,-RRB-,.}",38,1,16,1
4470983@20_50-4470983@20_140,4470983@20,Emporio Armani-Casas Palacio,,0.448,"{Especially,in,the,clothing,area,"","",it,is,a,high-end,retailer,"","",carrying,top,Mexican,domestic,brands,"","",as,well,as,hosting,many,in-store,boutiques,from,exclusive,lines,such,as,Emilio,Pucci,"","",Tiffany,'s,"","",Tommy,Hilfiger,"","",Cartier,"","",Esprit,"","",Max,Mara,"","",BCBG,Max,Azria,"","",Emporio,Armani,"","",Fendi,"","",Louis,Vuitton,"","",Gucci,"","",Tory,Burch,"","",Salvatore,Ferragamo,"","",Prada,"","",Ermenegildo,Zegna,"","",Ralph,Lauren,"","",Chanel,"","",Versace,"","",Swarovski,"","",Michael,Kors,"","",Burberry,"","",Abercrombie,&,Fitch,"","",Hollister,Co.,"","",Escada,"","",Juicy,Couture,"","",Gap,"","",Carolina,Herrera,"","",Mango,"","",Bvlgari,"","",United,Colors,of,Benetton,"","",Bottega,Veneta,"","",and,Herm,s.,Currently,"","",El,Palacio,de,Hierro,has,locations,in,Mexico,City,-LRB-,8,Palacios,de,Hierro,stores,"","",1,Boutique,Palacio,"","",2,Casas,Palacio,and,2,Outlets,-RRB-,"","",Monterrey,-LRB-,1,Palacio,de,Hierro,store,-RRB-,"","",Puebla,-LRB-,1,Palacio,de,Hierro,store,-RRB-,"","",Guadalajara,-LRB-,1,Palacio,de,Hierro,store,-RRB-,"","",Acapulco,-LRB-,1,Casa,Palacio,and,1,Boutique,Palacio,-RRB-,"","",Canc,n,-LRB-,1,Casa,Palacio,and,1,Boutique,Palacio,-RRB-,and,Villahermosa,-LRB-,1,Palacio,de,Hierro,store,-RRB-,"","",Santiago,de,Queretaro,-LRB-,1,Palacio,de,Hierro,store,-RRB-,"","",and,one,store,under,construction,in,Veracruz,.}",50,2,140,2
174319@155_8-174319@155_11,174319@155,Anthony Thomopoulous-UA,,0.41,"{David,Gerber,head,up,the,TV,unit,with,Anthony,Thomopoulous,at,UA,and,Alan,Ladd,"","",Jr.,at,MGM,.}",8,2,11,1
882809@7_4-882809@7_32,882809@7,Mohan Rao Nilekani-Minerva Mills,,0.716,"{His,parents,Durga,and,Mohan,Rao,Nilekani,are,from,Konkani,Brahmin,community,originally,from,Sirsi,town,in,Uttara,Kannada,district,of,Karnataka,His,father,worked,as,a,general,manager,of,Mysore,and,Minerva,Mills,and,subscribed,to,Fabian,Socialist,ideals,that,influenced,Nilekani,in,his,early,years,.}",4,3,32,2
31408@93_3-31408@93_13,31408@93,Thomas Jr.-Boy Scouts of America,,0.278,"{His,son,"","",Thomas,Jr.,"","",later,served,as,National,president,of,the,Boy,Scouts,of,America,from,1964,to,1968,.}",3,2,13,4
4280807@6_0-4280807@6_8,4280807@6,Laverty-Columbia Records,,0.52,"{Laverty,had,previously,worked,for,13,years,at,Columbia,Records,"","",rising,to,become,VP,of,publicity,.}",0,1,8,2
175966@290_166-175966@290_246,175966@290,Tony-Defense,,0.502,"{William,&,Mary,has,produced,a,large,number,of,distinguished,alumni,including,U.S.,Presidents,Thomas,Jefferson,"","",John,Tyler,"","",and,James,Monroe,;,key,figures,in,American,history,Peyton,Randolph,"","",Edmund,Randolph,"","",Fulwar,Skipwith,"","",Bushrod,Washington,"","",Henry,Clay,and,Chief,Justice,of,the,United,States,John,Marshall,;,Massachusetts,Institute,of,Technology,founder,William,Barton,Rogers,"","",Amherst,College,president,Carolyn,Martin,;,U.S.,Military,General,Winfield,Scott,;,Pittsburgh,Steelers,head,coach,Mike,Tomlin,"","",Miami,Dolphins,offensive,coordinator,Dan,Henning,"","",football,Hall-of-Famer,Lou,Creekmur,"","",and,New,Orleans,Saints,safety,Darren,Sharper,;,major,league,baseball,players,Will,Rhymes,"","",Chris,Ray,"","",Brendan,Harris,"","",Bill,Bray,"","",Vic,Raschi,and,Curtis,Pride,;,entertainers,Glenn,Close,"","",Scott,Glenn,"","",Linda,Lavin,"","",Patton,Oswalt,and,``,The,Daily,Show,'',host,Jon,Stewart,;,creator,and,writer,of,``,Scrubs,'',and,``,Spin,City,'',"","",Bill,Lawrence,;,fashion,designer,Perry,Ellis,;,Tony,Award-winning,costume,designer,William,Ivey,Long,"","",founder,and,chairman,of,Legg,Mason,Raymond,A.,``,Chip,'',Mason,;,Willis,Group,Holdings,CEO,Joe,Plumeri,;,sports,management,pioneer,Mark,McCormack,;,Federal,Bureau,of,Investigations,director,James,Comey,;,SEC,Chairperson,Mary,Jo,White,;,FCC,Chairperson,Michael,Powell,;,U.S.,Representative,and,House,Majority,Leader,Eric,Cantor,;,U.S.,Representative,and,Republican,presidential,candidate,Michele,Bachmann,;,Cabinet,officials,Robert,Gates,-LRB-,22nd,U.S.,Secretary,of,Defense,-RRB-,and,Christina,Romer,-LRB-,former,Chairwoman,"","",Council,of,Economic,Advisors,-RRB-,;,General,David,McKiernan,-LRB-,Commander,"","",U.S.,Forces,Afghanistan,-RRB-,;,Presidential,aide,Jen,Psaki,;,and,NASA,astronaut,David,M.,Brown,.}",166,1,246,1
9054265@96_3-9054265@96_6,9054265@96,Fosen Trafikklag-Inder y Municipality,,0.67,"{In,1991,"","",Fosen,Trafikklag,purchased,Inder,y,Municipality,'s,shares,in,Innherredferja,"","",while,Verran,Sparebank,bought,those,previously,owned,by,Mosvik,Municipality,.}",3,2,6,3
7452964@25_20-7452964@25_8,7452964@25,Jays-Jimmy Jazz,,0.356,"{The,collection,is,available,at,retailers,such,as,Jimmy,Jazz,"","",DTLR,"","",Sheikh,Shoes,"","",Zumiez,"","",and,Dr.,Jays,.}",20,1,8,2
7061271@14_125-7061271@14_329,7061271@14,Hay Riad-Hyper Taza,,0.456,"{Hyper,Casablanca,-,Californie,-LRB-,1993,-,6,500,m,-RRB-,Hyper,Casablanca,-,A,n,Seba,-LRB-,2000,-,8,500,m,-RRB-,Hyper,Casablanca,-,Derb,Sultan,-LRB-,2005,-,10,000,m,-RRB-,Hyper,Casablanca,-,Hay,Hassani,-LRB-,2007,-,8,300,m,-RRB-,Hyper,Casablanca,-,Morocco'Mall,-LRB-,2011,-,7,222,m,-RRB-,Hyper,Mohamm,dia,-LRB-,2003,-,7,200,m,-RRB-,Hyper,Oujda,-,Angad,-LRB-,2007,-,6,500,m,-RRB-,Hyper,Sa,dia,-,Medina,Mall,-LRB-,2009,-,3,200,m,-RRB-,Hyper,Nador,-LRB-,2009,-,6,571,m,-RRB-,Hyper,Berkane,-LRB-,2013,-,3,680,m,-RRB-,Hyper,Rabat,-,Bouregreg,-LRB-,1990,-,5,200,m,-RRB-,Hyper,Rabat,-,Hay,Riad,-LRB-,2000,-,8,500,m,-RRB-,Hyper,Sal,-,Tabriquet,-LRB-,2011,-,13,080,m,-RRB-,Hyper,Tanger,-,Madina,-LRB-,2002,-,6,500,m,-RRB-,Hyper,Tanger,-,Al,Ikhlass,-LRB-,2009,-,6,571,m,-RRB-,Hyper,T,touan,-LRB-,2004,-,5,200,m,-RRB-,Hyper,Beni-Mellal,-LRB-,2010,-,4,500,m,-RRB-,Hyper,Fkih,Ben,Saleh,-LRB-,2012,-,2,830,m,-RRB-,Hyper,Marrakech,-,M,nara,-LRB-,1999,-,9,900,m,-RRB-,Hyper,Marrakech,-,Massira,-LRB-,2006,-,6,500,m,-RRB-,Hyper,Kel,at,Es-Sraghna,-LRB-,2011,-,2,138,m,-RRB-,Hyper,K,nitra,-LRB-,2007,-,7,500,m,-RRB-,Hyper,Sidi,Slimane,-,-LRB-,2013,-,3,770,m,-RRB-,1,Hyper,F,s,-,Agdal,-LRB-,2001,-,6,400,m,-RRB-,Hyper,F,s,-,Sa,ss,-LRB-,2009,-,6,800,m,-RRB-,Hyper,Mekn,s,-,Route,Agourai,-LRB-,2005,-,5,500,m,-RRB-,Hyper,Mekn,s,-,Hamria,-LRB-,2013,-,7,513,m,-RRB-,Hyper,Safi,-LRB-,2007,-,6,500,m,-RRB-,Hyper,El,Jadida,-LRB-,2013,-,6,840,m,-RRB-,Hyper,Al,Hoceima,-LRB-,2011,-RRB-,Hyper,Taza,-LRB-,2012,-,2,600,m,-RRB-,Hyper,Agadir,-,Founty,-LRB-,2001,-,8,500,m,-RRB-,Hyper,Khouribga,-LRB-,2010,-,3,700,m,-RRB-,Upcoming,hypermarkets,.}",125,2,329,2
37713793@8_0-37713793@8_38,37713793@8,Keiller-Wood Group,,0.304,"{Keiller,has,been,the,Chief,Executive,of,Wood,Group,since,November,2012,"","",having,been,Group,Director,of,Wood,Group,PSN,since,April,2011,and,CEO,of,Production,Services,Network,-LRB-,PSN,-RRB-,prior,to,its,acquisition,by,Wood,Group,.}",0,1,38,2
1318854@1_4-1318854@1_37,1318854@1,Edward Crosby-Fidelity Worldwide Investment,,0.35,"{Edward,Johnson,"","",III,Edward,Crosby,``,Ned,'',Johnson,III,-LRB-,born,29,June,1930,-RRB-,is,an,American,investor,and,businessman,who,"","",along,with,daughter,Abigail,Johnson,"","",owns,and,runs,Fidelity,Investments,and,Fidelity,Worldwide,Investment,.}",4,2,37,3
3417028@8_0-3417028@8_37,3417028@8,Saleh-Gloria Jean 's Coffees,,0.884,"{Saleh,and,Irvine,established,Jireh,International,Pty,Ltd,-LRB-,trading,as,Gloria,Jeans,Coffees,-RRB-,"","",the,company,that,holds,the,right,to,franchise,Gloria,Jean,'s,Coffees,in,Australia,"","",and,purchased,the,rights,to,the,Gloria,Jean,'s,Coffees,brand,for,all,other,countries,from,Diedrich,Coffee,"","",Inc,"","",with,the,exceptions,of,the,USA,and,Puerto,Rico,.}",0,1,37,4
20941267@1_30-20941267@1_10,20941267@1,Hays-Brothers Coal Railroad,,0.604,"{H.B.,Hays,and,Brothers,Coal,Railroad,The,H.B.,Hays,and,Brothers,Coal,Railroad,was,a,narrow,gauge,-LRB-,possibly,gauge,-RRB-,railroad,opened,in,1878,to,carry,coal,from,the,Hays,family,mines,along,Becks,Run,and,Streets,Run,in,Allegheny,County,"","",Pennsylvania,.}",30,1,10,3
11474229@12_32-11474229@12_39,11474229@12,Becker-Cherry Vanilla Creme,,0.444,"{Blue,Sky,currently,offers,12,flavors,of,natural,sodas,:,Lemon,Lime,"","",Creamy,Root,Beer,"","",Wild,Raspberry,"","",Orange,Creme,"","",Grapefruit,"","",Grape,"","",Jamaican,Ginger,Ale,"","",Dr.,Becker,"","",Creme,Soda,"","",Cola,"","",Cherry,Vanilla,Creme,"","",and,Black,Cherry,.}",32,1,39,3
175984@35_7-175984@35_4,175984@35,H. Kim Bottomly-Wellesley College,,0.532,"{The,current,president,of,Wellesley,College,is,H.,Kim,Bottomly,.}",7,3,4,2
27989640@27_17-27989640@27_56,27989640@27,David Levy-Turner,,0.516,"{In,a,press,release,announcing,the,purchase,"","",Turner,president,of,sales,"","",distribution,"","",and,sports,David,Levy,cited,B/R,'s,rapid,growth,and,loyal,user,base,as,key,factors,in,his,company,'s,decision,to,make,a,deal,and,also,alluded,to,the,potential,value,of,B/R,'s,multimedia,platform,as,an,outlet,for,Turner,'s,various,video,resources,:,As,part,of,the,integration,process,"","",Atherton,'s,CFO,responsibilities,were,assumed,by,Turner,corporate,in,February,2013,"","",and,Grey,stepped,down,from,the,CEO,position,in,October,2013,.}",17,2,56,1
31875986@31_26-31875986@31_5,31875986@31,Nikola Lazeti-Como to Genoa,,0.524,"{he,also,bought,players,from,Como,to,Genoa,"","",likes,Sa,a,Bjelanovi,"","",Stephen,Makinwa,"","",Giuseppe,Greco,"","",Marco,Rossi,"","",Luca,Belingheri,and,Nikola,Lazeti,.}",26,2,5,3
3262366@42_71-3262366@42_32,3262366@42,Gandhi Smarak Nidhi-Economic Committee,,0.504,"{He,held,several,important,positions,after,independence,of,India,"","",including,Advisory,Committee,on,Fundamental,Rights,"","",Minorities,and,the,Administration,of,Tribal,and,Excluded,Areas,in,1947,"","",chairmanship,of,the,Economic,Committee,of,the,Ministry,of,Finance,in,1948,"","",chairmanship,of,Central,Public,Works,Department,Industry,Committee,in,1952,"","",chairmanship,of,National,Research,Development,Corporation,"","",member,of,Council,of,Scientific,and,Industrial,Research,"","",trustee,of,Gandhi,Smarak,Nidhi,"","",member,of,Indian,Investment,Centre,.}",71,3,32,2
26977@382_47-26977@382_36,26977@382,Joe Lonsdale-Khosla Ventures,,0.45,"{Stanford,alumni,have,also,founded,financial,institutions,such,as,the,brokerage,firm,Charles,Schwab,-LRB-,Charles,R.,Schwab,-RRB-,"","",venture,capital,funds,Benchmark,"","",Draper,Fisher,Jurvetson,-LRB-,Tim,Draper,and,Steve,Jurvetson,-RRB-,"","",Khosla,Ventures,-LRB-,Vinod,Khosla,-RRB-,"","",and,Formation,8,-LRB-,Joe,Lonsdale,-RRB-,"","",private,equity,funds,TPG,Capital,-LRB-,James,Coulter,-RRB-,"","",Bain,Capital,-LRB-,Mitt,Romney,-RRB-,"","",Hellman,&,Friedman,and,Friedman,Fleischer,&,Lowe,-LRB-,Tully,Friedman,-RRB-,"","",and,Crestview,Partners,"","",and,hedge,funds,Farallon,Capital,-LRB-,Tom,Steyer,-RRB-,and,D.E.,Shaw,&,Co.,-LRB-,David,E.,Shaw,-RRB-,.}",47,2,36,2
32350834@56_23-32350834@56_50,32350834@56,Jane Kim-Joint Terrorism Task Force,,0.428,"{Most,recently,in,January,2012,"","",the,Asian,Law,Caucus,and,members,of,the,Coalition,for,Safe,San,Francisco,joined,with,SF,Supervisor,Jane,Kim,to,the,Safe,SF,Civil,Rights,Ordinance,meant,to,end,the,five-year,practice,of,placing,SFPD,intelligence,officers,under,the,control,of,the,FBI,in,Joint,Terrorism,Task,Force,-LRB-,JTTF,-RRB-,operations,.}",23,2,50,4
31924@4_12-31924@4_35,31924@4,UC Davis-UCLA,,0.488,"{The,2015,``,U.S.,News,&,World,Report,'',college,rankings,named,UC,Davis,as,the,9th,best,public,university,"","",38th,nationally,"","",and,4th,of,the,UC,schools,"","",following,UC,Berkeley,"","",UCLA,"","",and,UC,San,Diego,.}",12,2,35,1
22027794@30_27-22027794@30_3,22027794@30,Rick Ross-NXIVM,,0.48,"{In,2003,"","",NXIVM,sued,the,Ross,Institute,alleging,copyright,infringement,for,publishing,excerpts,of,content,from,its,manual,in,three,critical,articles,commissioned,by,cult,investigator,Rick,Ross,and,posted,on,his,website,.}",27,2,3,1
247957@148_95-247957@148_5,247957@148,Phebe Novakovic-Smith College,,0.486,"{Among,the,most,notable,of,Smith,College,'s,alumni,are,chef,"","",author,and,television,personality,Julia,Child,-LRB-,class,of,1934,-RRB-,;,``,The,Feminine,Mystique,'',author,and,feminist,Betty,Friedan,-LRB-,class,of,1942,-RRB-,;,former,First,Lady,of,the,United,States,Nancy,Reagan,-LRB-,class,of,1943,-RRB-,;,feminist,"","",activist,"","",and,journalist,Gloria,Steinem,-LRB-,class,of,1956,-RRB-,;,renowned,poet,Sylvia,Plath,-LRB-,class,of,1955,-RRB-,;,business,leaders,Shelly,Lazarus,"","",the,former,CEO,and,Chairman,of,Ogilvy,&,Mather,"","",and,Phebe,Novakovic,"","",the,current,Chairman,and,CEO,of,General,Dynamics,;,renowned,Economist,Laura,D'Andrea,Tyson,-LRB-,class,of,1969,-RRB-,"","",the,former,Director,of,the,National,Economic,Council,and,the,first,female,Dean,of,London,Business,School,;,activist,Yolanda,King,-LRB-,class,of,1976,-RRB-,;,United,States,Senator,Tammy,Baldwin,-LRB-,class,of,1984,-RRB-,;,``,Orange,Is,the,New,Black,'',author,Piper,Kerman,-LRB-,class,of,1992,-RRB-,;,``,The,Night,Circus,'',author,Erin,Morgenstern,-LRB-,class,of,2000,-RRB-,;,and,``,A,Tale,for,the,Time,Being,'',author,Ruth,Ozeki,.}",95,2,5,2
3882414@17_56-3882414@17_26,3882414@17,Reginald VelJohnson-Evander Holyfield,,0.358,"{The,celebrities,of,2007/2008,included,``,Laverne,and,Shirley,'',stars,Penny,Marshall,and,Cindy,Williams,"","",Bobby,Allison,"","",Diana,DeGarmo,"","",Herschel,Walker,"","",Evander,Holyfield,"","",Elijah,Kelley,"","",Lorenzo,Lamas,"","",Cody,Linley,"","",Jerry,Rice,"","",John,Schneider,"","",Alyson,Stoner,"","",Kerri,Strug,"","",Richard,Thomas,"","",Richard,Karn,"","",Reginald,VelJohnson,"","",David,Garrard,and,Spud,Webb,.}",56,2,26,2
619095@5_15-619095@5_6,619095@5,Mike Gold-First Comics,,0.852,"{Based,in,Evanston,"","",Illinois,"","",First,Comics,was,co-founded,by,Ken,F.,Levin,and,Mike,Gold,.}",15,2,6,2
272980@360_0-272980@360_17,272980@360,Robert Tilton-Texas Tech,,0.44,"{Robert,Tilton,"","",disgraced,televangelist,and,father,of,Dallas,television,host,"","",Amy,Kushnir,"","",also,attended,Texas,Tech,in,the,1960s,.}",0,2,17,2
2195753@1_19-2195753@1_85,2195753@1,St. James-Morgan Stanley,,0.52,"{Philip,Lader,Philip,Lader,-LRB-,born,17,March,1946,-RRB-,was,the,United,States,Ambassador,to,the,Court,of,St.,James,'s,-LRB-,1997,2001,-RRB-,and,since,2001,has,been,chairman,of,WPP,Group,plc,"","",the,global,media,and,communications,firm,that,includes,Ogilvy,&,Mather,"","",J.,Walter,Thompson,"","",Young,&,Rubicam,"","",Grey,"","",Hill,&,Knowlton,"","",Burson-Marseller,"","",Kantar,&,Group,M,-LRB-,with,""162,000"",people,in,""3,000"",offices,across,110,countries,-RRB-,As,a,Senior,Adviser,to,Morgan,Stanley,"","",he,has,served,on,the,investment,committees,of,its,global,real,estate,and,infrastructure,funds,"","",as,well,as,the,boards,of,its,Russia,bank,ad,several,of,its,private,equity,portfolio,companies,-LRB-,including,Songbird,plc-Canary,Wharf,and,Executive,Offices,Group,-RRB-,.}",19,2,85,2
72544@275_0-72544@275_12,72544@275,Hugh Shelton-Joint Chiefs of Staff,,0.14,"{Hugh,Shelton,"","",now,retired,"","",was,a,former,Chairman,of,the,Joint,Chiefs,of,Staff,and,a,four-star,general,.}",0,2,12,4
8736624@1_26-8736624@1_4,8736624@1,Mikhail Fridman-Alfa Telecom International Mobile,,0.516,"{Altimo,Altimo,-LRB-,``,Alfa,Telecom,International,Mobile,'',-RRB-,is,the,telecoms,investment,arm,of,Russia,'s,Alfa,Group,Consortium,"","",controlled,by,Russian,oligarch,Mikhail,Fridman,.}",26,2,4,4
9191692@4_35-9191692@4_49,9191692@4,Yousef Beidas-Illustrated London News,,0.392,"{The,law,in,Lebanon,in,1951,did,not,cover,banking,activities,as,they,are,known,now,and,became,known,in,Lebanon,during,the,1950s,and,1960s,thanks,to,a,large,degree,to,the,efforts,of,Yousef,Beidas,who,was,named,as,the,Architect,of,Lebanese,Banking,in,the,``,Illustrated,London,News,'',in,October,1963,.}",35,2,49,3
378232@425_22-378232@425_12,378232@425,Juliette Taylor-University of Georgia,,0.626,"{In,the,fall,semester,of,1997,"","",six,young,ladies,at,the,University,of,Georgia,;,Irene,Chien,"","",Young,Jeon,"","",Juliette,Taylor,"","",Jessica,Yoo,"","",Suzanne,Yoo,"","",and,Jasmine,Yu,"","",realized,the,need,for,Asian,unity,and,a,stronger,voice,in,the,campus,community,.}",22,2,12,3
766900@36_17-766900@36_11,766900@36,Boehner-House,,0.474,"{According,to,their,plan,"","",House,Majority,Leader,Dick,Armey,"","",House,Majority,Whip,Tom,DeLay,"","",Boehner,and,Paxon,were,to,present,Gingrich,with,an,ultimatum,:,resign,"","",or,be,voted,out,.}",17,1,11,1
715706@78_24-715706@78_12,715706@78,Mason-Ra l Ondarts,,0.428,"{The,death,in,a,helicopter,crash,of,the,firm,'s,director,"","",Ra,l,Ondarts,"","",and,the,appointment,of,General,Guillermo,Su,rez,Mason,in,1981,was,followed,by,a,period,of,severe,mismanagement,"","",moreover,.}",24,1,12,3
3563807@12_34-3563807@12_14,3563807@12,Foote-Grasshopper,,0.278,"{Successive,generations,of,Martins,ran,the,bank,that,was,popularly,referred,to,as,The,Grasshopper,but,the,partnership,went,through,various,incarnations,"","",including,Martins,"","",Stone,and,Blackwell,"","",and,Martin,Stone,and,Foote,in,the,eighteenth,century,;,and,Martin,and,Company,in,1844,.}",34,1,14,1
9501884@20_11-9501884@20_20,9501884@20,Panos-American Beverage Corporation,,0.6,"{It,concluded,the,16.7,million,sale,of,its,bread,products,subsidiary,Panos,in,December,2010,and,is,seeking,to,divest,American,Beverage,Corporation,in,2011,.}",11,1,20,3
373857@46_12-373857@46_22,373857@46,David Beckham-IMG,,0.538,"{Athletes,such,as,Sidney,Crosby,"","",Derek,Jeter,"","",Peyton,Manning,"","",David,Beckham,"","",and,Cristiano,Ronaldo,and,many,agents,from,IMG,have,joined,CAA,.}",12,2,22,1
19390197@65_0-19390197@65_17,19390197@65,Tetley Smoothflow-Imperial,,0.574,"{Tetley,Smoothflow,will,be,brewed,by,Coors,in,Tadcaster,and,Tetley,keg,Dark,Mild,"","",Mild,and,Imperial,will,be,brewed,by,Cameron,'s,of,Hartlepool,.}",0,2,17,1
